default_setting_uuid;app_uuid;default_setting_category;default_setting_subcategory;default_setting_name;default_setting_value;default_setting_order;default_setting_enabled;default_setting_description
c5d9b7ea-8e3b-4428-9845-438be7be0baa;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t40p;text;t40p-54.81.0.110.rom;;true;Filename of the T40P firmware ROM
f714e8a0-9753-48e0-9674-0f4efc7e4ff1;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t41p;text;t41p-36.81.0.110.rom;;true;Filename of the T41P firmware ROM
9480f346-c038-462b-b440-329383290b84;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t41s;text;t41s-66.81.0.110.rom;;true;Filename of the T41S firmware ROM
84eb10e2-bd9f-4bd0-8073-ac8cf002e7f0;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t42g;text;t42g-29.81.0.110.rom;;true;Filename of the T42G firmware ROM
768f216e-fc19-4c97-b843-03d48ce70c4e;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t42s;text;t42s-66.81.0.110.rom;;true;Filename of the T42S firmware ROM
5fb6ef46-0a7f-4bb6-b415-49b437454321;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t46g;text;t46g-28.81.0.110.rom;;true;Filename of the T46G firmware ROM
4e2b8fcb-7d06-4553-becf-9904e1331c4c;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t46s;text;t46s-66.81.0.110.rom;;true;Filename of the T46S firmware ROM
77314a84-6304-47d8-a6b4-fb6d12b8804f;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t48s;text;t48s-66.81.0.110.rom;;true;Filename of the T48S firmware ROM
c53fdce7-b0eb-49ef-9d58-5a3a212bf5bf;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t49g;text;t49g-51.80.0.100.rom;;true;Filename of the T49Gfirmware ROM
804003fc-f0e9-4b3b-a35b-6c2742f965eb;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t52s;text;t52s-70.81.0.10.rom;;true;Filename of the T52Sfirmware ROM
7378c0b6-3242-4989-8af6-903dfb437285;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t54s;text;T54S(T52S)-70.82.0.20.rom;;true;Firmware tested 2017-11-26
4ffd1ad7-1b00-41f7-8e93-19412127245a;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t56a;text;t56a-58.80.0.25.rom;;true;Filename of the T56A firmware ROM
616d6358-d07e-4e42-8560-7de0f42cd5b1;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t58a;text;t58a-58.80.0.25.rom;;true;Filename of the T58A firmware ROM
2cdd8b87-db72-4ad1-b18b-745fc1f7e906;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_firmware_t58v;text;t58v-58.80.0.25.rom;;true;Filename of the T58V firmware ROM
68eba481-aeb1-4c7e-a4e4-630946abc0e7;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_network_vpn_enable;boolean;1;;false;"(0-Disabled;1-Enabled)"
85675560-82cf-48a5-8056-227c01a44f37;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_openvpn_url;text;hxxps://replace-this.url/openvpn.tar;;false;(URL within 511 characters)
b75ef82b-a225-43a5-a208-78d545cca8aa;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_ip_address_mode;numeric;0;;false;"IP Address mode 0-ipv4, 1-ipv6, 2-ipv4&ipv6"
e731d65f-132b-49a1-9f20-39ecd1e70b54;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_lldp_enable;boolean;0;;false;"LLDP 0-Disabled, 1-Enabled"
2d380c07-aba5-46a9-8ef5-7e6b713868fd;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_cdp_enable;boolean;0;;false;"CDP 0-Disabled, 1-Enabled"
f54bd090-723c-47c8-a9cd-c1e875134501;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_overwrite_mode;boolean;0;;true;"Overwrite Mode 0-Disabled, 1-Enabled"
709945c3-7fc4-4903-b6b2-7c0d695fea43;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_dsskey_length;numeric;0;;true;DSS Key Label Length Default-0 Extended-1 Mid Range-2
c7227e2b-870f-4c11-aab8-dfff8d626ded;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_predial_autodial;boolean;0;;true;"Auto dial after digit timeout 0-Disabled (default), 1-Enabled;"
627ef79d-1a49-4bae-b215-56182e308351;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_ring_type;text;custom.wav;;false;"custom ring tone (Busy.wav);"
7af991ec-ddb9-4942-a05d-d1acc529fef5;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_ringtone_url;text;custom.wav;;false;"Before using this parameter, you should store the desired ring tone (custom.wav) to the provisioning server"
368d8f25-9faf-417b-a1ac-942ecf8b9793;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_ringtone_delete;text;"http://localhost/all,delete";;false;"http://localhost/all,delete all the customized ring tones"
3bcb4912-e34c-45b0-8612-662783ee8d1b;2c2453c0-1bea-4475-9f44-4d969650de09;server;temp;dir;/tmp;;true;""
f1a7c2d4-ba3c-49c8-9146-e40eb8873030;2c2453c0-1bea-4475-9f44-4d969650de09;domain;template;name;default;;true;""
da9aa071-5dd8-4955-b5a6-d3c60ce7d78a;2c2453c0-1bea-4475-9f44-4d969650de09;domain;menu;uuid;b4750c3f-2a86-b00d-b7d0-345c14eca286;;true;""
500f7a88-e288-4a80-9f0a-b696f9f33cd6;2c2453c0-1bea-4475-9f44-4d969650de09;domain;language;code;en-us;;true;""
c55b28df-0eba-4e8f-a13b-022d5dfd8d22;2c2453c0-1bea-4475-9f44-4d969650de09;domain;time_zone;name;"";;true;""
cee8b1af-8b02-47e4-aa8e-267b18b69b67;2c2453c0-1bea-4475-9f44-4d969650de09;domain;cidr;array;"";;false;""
cb55e6ac-9bb0-4714-b68f-82b39a3b9ec2;2c2453c0-1bea-4475-9f44-4d969650de09;domain;country;code;us;;true;""
c338e26c-0dd5-4ad5-a055-82e2c5ed3f6f;2c2453c0-1bea-4475-9f44-4d969650de09;domain;bridge;text;outbound;;true;"outbound,loopback,lcr"
57d81b35-bc24-4e92-8436-4335ab5e9d0b;2c2453c0-1bea-4475-9f44-4d969650de09;security;password_length;numeric;10;;true;Set the required length for the generated passwords.
0fa21a56-7515-4c65-b5f8-270cc24ea375;2c2453c0-1bea-4475-9f44-4d969650de09;security;password_number;boolean;true;;false;Set whether to require at least one number in passwords.
d5f9acbd-857c-42eb-9e9a-92a850fcb734;2c2453c0-1bea-4475-9f44-4d969650de09;security;password_lowercase;boolean;true;;true;Set whether to require at least one lowecase letter in passwords.
256b0d87-a43e-4618-b96b-541e191879c7;2c2453c0-1bea-4475-9f44-4d969650de09;security;password_uppercase;boolean;true;;false;Set whether to require at least one uppercase letter in passwords.
33914c55-9081-4b95-b62e-f1a500088d78;2c2453c0-1bea-4475-9f44-4d969650de09;security;session_rotate;boolean;true;;true;Whether to regenerate the session ID.
97a2410b-cfc8-4194-9172-dd5b0acfa9f3;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_auth;text;true;;true;""
9f4a1209-72ba-435b-90e1-4cba48d74509;2c2453c0-1bea-4475-9f44-4d969650de09;email;method;text;smtp;;false;smtp|sendmail|mail|qmail
8efff742-eea4-493d-abeb-064457586e26;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_port;numeric;0;;false;use non-default port if enabled and non-zero
16f40b7b-293d-4308-81f4-772e0ea4c536;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_from;text;"";;true;""
2976da3a-d8e5-4e25-9f16-463dfa256f4d;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_from_name;text;"";;true;""
0bd788c1-3262-4336-92f4-ef7869062380;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_host;text;"";;true;""
49e778a6-22a7-418f-84b9-bfa27e38f2e5;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_username;text;"";;true;""
8a5ae059-9bf3-4d6d-ae92-b6cb39766d0a;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_password;text;"";;true;""
fd7441d5-d348-4660-8c0b-6413220c680d;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_secure;text;tls;;true;""
e1c17089-1e75-4e46-9e59-4748bb6a6cec;2c2453c0-1bea-4475-9f44-4d969650de09;email;smtp_validate_certificate;boolean;true;;true;set to false to ignore SSL certificate warnings e.g. for self-signed certificates
8a07ab78-f386-482c-85dd-7ce8127597d6;2c2453c0-1bea-4475-9f44-4d969650de09;login;password_reset_key;text;UfaCdgzmJBrbEEwHX.bI;;false;Display a Reset Password link on the login box (requires smtp_host be defined).
962ac32c-74ce-4cce-b1d9-89f4d921493d;2c2453c0-1bea-4475-9f44-4d969650de09;login;domain_name_visible;boolean;true;;false;Displays a domain input or select box (if domain_name array defined) on the login box.
796508ee-894d-4566-bb7f-e1269a6e0e26;2c2453c0-1bea-4475-9f44-4d969650de09;login;domain_name;array;pbx1.yourdomain.com;;false;Domain select option displayed on the login box.
e20ff5fb-cc63-474b-90f8-f472d2247317;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;admin;array;voicemail;;true;Enable Dashboard Voicemail block for users in the admin group.
39bdd07e-dca5-4aea-949b-72286bd66fe4;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;admin;array;missed;;true;Enable Dashboard Missed Calls block for users in the admin group.
49dbc472-7c68-46b7-84da-986b3e925850;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;admin;array;recent;;true;Enable Dashboard Recent Calls block for users in the admin group.
d8ee1c50-0c3f-41b8-879a-d0b9c58e4479;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;admin;array;counts;;true;Enable Dashboard Domain Counts block for users in the admin group.
5d96872d-7828-489e-b87a-0e7b75cf1a84;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;admin;array;call_routing;;true;Enable Dashboard Call Routing controls for users in the admin group.
f7ca9dc1-b06e-4477-94c6-c660792ebe6c;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;admin;array;ring_groups;;true;Enable Dashboard Ring Group Forwarding controls for users in the admin group.
3f727c07-51ec-42fb-82fc-0a711b87dd76;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;admin;array;caller_id;;false;Enable changing Caller ID name and number.
610cfc85-7a17-4c96-a7c7-a83054710bc1;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;superadmin;array;voicemail;;true;Enable Dashboard Voicemail block for users in the superadmin group.
e5064608-707a-456d-8b1d-d658e7f1b8f8;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;superadmin;array;missed;;true;Enable Dashboard Missed Calls block for users in the superadmin group.
da9dc1a2-5d10-4fa4-82f9-0baebc1f8222;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;superadmin;array;recent;;true;Enable Dashboard Recent Calls block for users in the superadmin group.
3aa6b8d3-bd6d-4f4f-9a62-104f3452f31b;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;superadmin;array;counts;;true;Enable Dashboard System Counts block for users in the superadmin group.
13387e37-bf0a-43ca-a24f-94339bd61208;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;superadmin;array;system;;true;Enable Dashboard System Status block for users in the superadmin group.
8ca6fc59-9243-4a4f-9358-006469cf828a;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;superadmin;array;call_routing;;true;Enable Dashboard Call Routing controls for users in the superadmin group.
d81aa35c-06cd-4013-b985-1119ce4ba6bc;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;superadmin;array;caller_id;;false;Enable changing Caller ID name and number.
78bb45d5-8108-4bed-aced-d764575531dc;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;superadmin;array;ring_groups;;true;Enable Dashboard Ring Group Forwarding controls for users in the superadmin group.
d2bf2781-18c2-44a4-bdf4-68516e68d69c;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;user;array;voicemail;;true;Enable Dashboard Voicemail block for users in the users group.
22f90e1b-112c-4842-af77-376226e5aa46;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;user;array;missed;;true;Enable Dashboard Missed Calls block for users in the users group.
f1bf3d93-29ce-4c3e-8e91-e8ec36d1220b;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;user;array;recent;;true;Enable Dashboard Recent Calls block for users in the users group.
f4e9247b-bfd1-40ed-9a1e-920e7d9ed2bb;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;user;array;ring_groups;;true;Enable Dashboard Ring Group Forwarding controls for users in the users group.
ed51b63a-0a42-4c82-84e2-09e9222034ea;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;user;array;caller_id;;false;Enable changing Caller ID name and number.
98be8c07-eb3a-45c5-9565-341e60f0d82b;2c2453c0-1bea-4475-9f44-4d969650de09;dashboard;agent;array;call_center_agents;;true;Enable Dashboard Call Center Agent Status block for users in the agent group.
85d79c4e-4689-4d8e-b87d-5edd5b1574b1;2c2453c0-1bea-4475-9f44-4d969650de09;cache;method;text;memcache;;true;Cache methods file and memcache.
7b644bfb-124f-4212-9541-1ca564be9d79;2c2453c0-1bea-4475-9f44-4d969650de09;cache;location;text;/tmp;;true;Location for the file cache.
38cf53d2-5fae-43ed-be93-33b0a5cc1c38;112124b3-95c2-5352-7e9d-d14c0b88f207;user;unique;text;global;;false;""
e3f5f4cd-0f17-428a-b788-2f2db91b6dc7;112124b3-95c2-5352-7e9d-d14c0b88f207;user;password_length;numeric;10;;true;The default length of characters in a user password.
51c106d9-9aba-436b-b9b1-ff4937cef706;112124b3-95c2-5352-7e9d-d14c0b88f207;user;password_number;boolean;true;;true;Set whether to require at least one number in user passwords.
973b6773-dac0-4041-844e-71c48fc9542c;112124b3-95c2-5352-7e9d-d14c0b88f207;user;password_uppercase;boolean;true;;true;Set whether to require at least one uppercase letter in user passwords.
a6b6d9cc-fb25-4bc3-ad85-fa530d9b334d;112124b3-95c2-5352-7e9d-d14c0b88f207;user;password_special;boolean;true;;true;Set whether to require at least one special character in user passwords.
727977e5-8b5f-4d80-af37-41fd3a4a1859;112124b3-95c2-5352-7e9d-d14c0b88f207;limit;users;numeric;3;;false;""
4c8df6ee-5858-40ee-b90f-b3b1d066a91c;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;background_color;array;#6c89b5;;true;Set a background color.
d79fb881-8a1c-4082-9ef9-5ff359186e30;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;background_color;array;#144794;;true;"Set a secondary background color, for a gradient effect."
e46af53d-0dd7-4b2b-9806-f790a477f245;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;domain_visible;text;true;;true;Set the visibility of the name of the domain currently being managed.
4a92f422-934f-4ae9-b918-fa932cb1e089;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;logout_icon_visible;text;false;;true;Set the visibility of the logout icon.
b339908b-6208-4459-93ba-9c469db8549b;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;domain_color;text;#ffffff;;false;Set the text color (and opacity) for domain name.
524204fa-4ffe-415e-9436-b1b26b7633a6;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;domain_color_hover;text;#69e5ff;;false;Set the text hover color (and opacity) for domain name.
a10f1791-135b-4041-b094-f95e25e2a0bf;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;logout_icon_color_hover;text;#69e5ff;;false;Set the hover color (and opacity) for the logout icon (if visible).
028f1f3e-92dc-4d01-ae62-66cc27367508;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_toggle_color;text;#ffffff;;false;Set the color (and opacity) for the menu toggle icon (in mobile view).
9cc1929c-0318-4733-bf46-483e898800fd;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;footer_background_color;text;"rgba(0,0,0,0.1)";;true;Set the background color (and opacity) for the footer bar.
55ae9ce5-1e7d-4ff5-a667-582365780799;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;footer_color;text;"rgba(255,255,255,0.1)";;false;Set the text color (and opacity) for the footer bar.
9cfc274d-a4d7-40d6-9ec4-1ea7610c90b5;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;footer_border_radius;text;0 0 4px 4px;;false;Set the border radius of the footer bar.
214fbeb7-e063-4984-8e56-89bb323c8b2a;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_default_background_color;text;#fafafa;;true;Set the background color for the positive (default) message bar.
34b0c2d3-77f9-42f1-9b39-57132ff6fed7;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_default_color;text;#666;;true;Set the text color for the positive (default) message bar text.
6f399020-565d-11e7-907b-a6006ad3dba0;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_positive_background_color;text;#ccffcc;;true;Set the background color for the positive (positive) message bar.
6f399372-565d-11e7-907b-a6006ad3dba0;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_positive_color;text;#004200;;true;Set the text color for the positive (positive) message bar text.
635387b9-e094-411a-a39c-3055b5cc9347;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_negative_background_color;text;#ffcdcd;;true;Set the background color for the negative message bar.
3c03df5c-e140-427b-9b08-bc3d89b3c4df;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_negative_color;text;#670000;;true;Set the text color for the negative message bar text.
f8a16dbb-24fb-4765-a954-4ab6eaf1f020;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_alert_color;text;#d66721;;true;Set the text color for the alert message bar text.
829b1d48-b06d-4c60-beb3-6500f3493fbb;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_opacity;text;0.9;;true;Set the opacity of the message bar (decimal).
c6a52e5a-2b40-4622-97cd-1623c8d55ce9;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;message_delay;text;1.75;;true;Set the hide delay of the message bar (seconds).
579ad7cc-20dc-4e13-a3de-ef377778e458;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;background_image_enabled;boolean;true;;false;Enable use of background images.
ab5e54fd-af8e-4fea-a4fe-14e2f67c5deb;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;body_color;text;#ffffff;;false;Set then body background color (and opacity) of the content.
ce3a2e85-472e-4375-a447-d7937cb6dbb7;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;body_shadow_color;text;#000000;;true;Set the color (and opacity) of the body.
5d9315f6-85f9-40ae-a063-923e43269b91;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;body_border_radius;text;4px;;false;Set the border radius of the body.
d018c68f-6df7-4649-ace1-c7614f1e257f;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;cache;boolean;false;;false;Set whether to cache the theme in the session.
cb394e43-a98d-4f9b-8d89-838bc531d01f;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;logo_align;text;center;;false;Set the alignment of the header logo (Inline menu only)
c03db08e-63c3-461b-9f63-6389bbf3bb54;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_background_color;text;#ff0000;;false;Set a background color (and opacity) of the main menu bar.
116b7505-13b2-4349-a6da-1716659fdbcf;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_background_color_hover;text;#ff0000;;false;Set a background hover color (and opacity) of the main menu items.
88279d7e-2df3-4ee8-923c-a9def9effa59;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_icons;boolean;false;;false;Show icons next to main menu items.
b2bf965e-c610-4429-b766-c10013d17f4e;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_background_image;text;/themes/default/images/background_black.png;;false;Set a background image for the main menu bar.
2ab1e736-4c98-4f4f-9f9c-8c334a54f469;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_shadow_color;text;#000000;;true;Set the shadow color (and opacity) of the main menu bar.
05d8750b-e2df-4eca-aa7c-23cb56749593;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_text_color;text;#ffffff;;false;Set the text color of the main menu items.
b81d5b73-890e-4365-a392-304699a1df27;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_text_color_hover;text;#69e5ff;;false;Set the text hover color of the main menu items.
aaed6662-d441-4a34-9ac6-874af33e4fd1;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_text_font;text;Arial;;false;Set the font of the main menu items.
00e3831d-4d08-4d69-9937-061380d8eb26;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_text_size;text;10.25pt;;false;Set the text size of the main menu items.
6c39d303-746b-4e7e-993c-d80667922100;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_border_size;text;1px;;false;Set the border size of the main menu.
07bb7ae0-29bf-490e-a425-1b44f8a059c5;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_main_border_color;text;#ffffff;;false;Set the border color (and opacity) of the main menu.
81a1a867-036d-4e9d-a2b8-133f811efb2f;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_position;text;top;;true;Set the position of the main menu (Fixed menu only).
ed3d428b-8507-41ca-8802-2c6a0d3e8138;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_style;text;fixed;;true;Set the style of the main menu.
71c68ea8-8242-4820-93ac-4825f91eb123;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_background_color;text;#000000;;false;Set the background color (and opacity) of the sub menus.
73d246c7-9f60-410b-bdc8-9e80b3836c7d;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_background_color_hover;text;"";;false;Set the hover background color (and opacity) of the sub menu items.
cfbac64a-ed95-470d-887b-3268e1a57144;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_icons;boolean;false;;true;Show indicator icons next to selected sub menu items.
714bd26b-7718-4f21-b603-9093222961e8;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_text_color;text;#ffffff;;false;Set the text color (and opacity) of sub menu items.
b7d86884-d717-463f-a811-82081c8a350a;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_text_color_hover;text;#69e5ff;;false;Set the hover text color (and opacity) of sub menu items.
12ceab7a-a405-4099-b78c-1696fd3cab51;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_text_font;text;Arial;;false;Set the font of the sub menu items.
b8cc9e2b-cc34-4fd1-a55f-b68d82c05979;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_text_size;text;10pt;;false;Set the text size of the sub menu items.
b59bae75-29a3-47e9-b589-910cececd320;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_border_radius;text;0 0 4px 4px;;false;Set the border radius of the sub menu.
1b9c0057-c27b-40d3-9535-b11b96a3402e;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_border_size;text;1px;;false;Set the border size of the sub menu.
deccd9a4-8243-46da-9dbe-e5eb73c24a15;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;menu_sub_border_color;text;#ffffff;;false;Set the border color (and opacity) of the sub menu.
a0059369-f8f6-4cb2-b1d2-ab9a93331641;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;heading_text_font;text;arial;;false;Set the font of the page heading text.
e29affec-f70e-4d85-9e9a-f583b4d02b32;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;heading_text_color;text;#952424;;false;Set the color (and opacity) of the page heading text.
1842e283-13c5-4927-9b89-2cf5f5acea07;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;body_text_font;text;arial;;false;Set the font of body text.
41841015-4b58-4b38-a3f2-3c0e1fe0a17c;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;text_link_color;text;#004083;;false;Set the link color (and opacity) of text links outside tables.
a652754c-c15c-4109-a92c-896fadc3ad07;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;text_link_color_hover;text;#5082ca;;false;Set the hover color (and opacity) of text links outside tables.
fdb84692-190e-4e54-83e4-5d7c8e288d43;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_heading_text_font;text;arial;;false;Set the text font of table header rows.
368cdf50-629d-4169-aac7-dc51ef1428ac;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_heading_text_size;text;12px;;false;Set the text size of table header rows.
9d541f65-896b-44d3-bf9b-e04cb32403d1;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_heading_text_color;text;#3164ad;;false;Set the text color (and opacity) of table header rows.
d4246cbc-38ff-48da-817a-ab96399cd6a4;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_heading_border_color;text;#a4aebf;;false;Set the bottom border color (and opacity) of table header rows.
8d756015-05b1-43fb-9de6-85b901b44f3e;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_row_text_font;text;arial;;false;Set the text font of table data rows.
3ca6707b-fded-453c-9cab-c4c7099b6cac;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_row_text_size;text;12px;;false;Set the text size of table data rows.
7b608cb0-5f6c-4b9d-ac1a-94ed495ef283;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_row_text_color;text;#000;;false;Set the text color (and opacity) of table data rows.
8091fae1-2fc8-4149-b1a7-b43e28cf97ef;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_row_background_color_dark;text;#e5e9f0;;false;Set the darker background color (and opacity) of table data rows.
117c0235-4387-43f4-8cd4-7ad4fec97820;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_row_background_color_medium;text;#f0f2f6;;false;Set the medium background color (and opacity) of table data rows.
e7645039-6c1c-40d7-90cf-cf7fccf52fc1;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_row_background_color_light;text;#fff;;false;Set the lighter background color (and opacity) of table data rows.
efa1022d-2b88-4a5d-981e-a2540c64324e;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;table_row_border_color;text;#c5d1e5;;false;Set the bottom border (dividing line) color (and opacity) of table data rows.
b1b2302d-4a58-4fe0-a09f-b3c3c484d39f;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_border_color_hover;text;#cbd3e1;;false;Set the border hover color (and opacity) of the Dashboard block.
6a7a251a-89a1-48d9-b5de-efd0962941ae;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_border_radius;text;5px;;false;Set the border radius of the Dashboard block.
b0e092e8-ade5-4607-b57b-a5c5b4b9c426;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_heading_background_color;text;#8e96a5;;false;Set the background color (and opacity) of the Dashboard block heading.
dd536d7f-ee46-45fe-a28e-7baca9d25357;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_heading_background_color_hover;text;#969dab;;false;Set the background hover color (and opacity) of the Dashboard block heading.
