default_setting_uuid;app_uuid;default_setting_category;default_setting_subcategory;default_setting_name;default_setting_value;default_setting_order;default_setting_enabled;default_setting_description
b5e33723-0ef5-4223-8352-33f74476732e;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_heading_text_color;text;#ffffff;;false;Set the color (and opacity) of the Dashboard block heading text.
b09126da-c68b-473c-83f8-8e9a7523ce37;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_heading_text_color_hover;text;#ffffff;;false;Set the hover color (and opacity) of the Dashboard block heading text.
1a52a4b6-5722-4fbe-ae4e-7b3d38cff437;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_heading_text_size;text;10.5pt;;false;Set the size of the Dashboard block heading text.
b7bdbe98-f667-42ed-8864-cf92e3b048df;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_heading_text_shadow_color;text;#000000;;false;Set the shadow color (and opacity) of the Dashboard block heading text.
6e33d5d8-679a-4fe2-bd6a-f192a8637e8b;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_heading_text_shadow_color_hover;text;#000000;;false;Set the shadow hover color (and opacity) of the Dashboard block heading text.
320bae87-47dc-4b21-a2f0-eea875ce5b50;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_background_color;text;#a4aebf;;false;Set the background color (and opacity) of the Dashboard block number.
244f575f-f244-4101-b107-f237a89efb66;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_background_color_hover;text;#aeb7c5;;false;Set the background hover color (and opacity) of the Dashboard block number.
0b668534-2141-436c-8745-624d42e7bebb;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_text_color;text;#ffffff;;false;Set the color (and opacity) of the Dashboard block number.
1d829bf8-6b4e-44e8-8cb5-962f8b91d64e;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_text_color_hover;text;#ffffff;;false;Set the hover color (and opacity) of the Dashboard block number.
9551c923-15e5-4a62-97a3-d66061667fe5;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_text_font;text;"Calibri, Candara, Segoe, Segoe UI, Optima, Arial, sans-serif";;false;Set the font of the Dashboard block number.
0ecc8aaa-2da9-4941-bf35-9b982b513b87;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_text_size;text;60pt;;false;Set the size of the Dashboard block number.
515d6c76-ff34-4fab-b01f-9c607ed1441b;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_text_shadow_color;text;#737983;;false;Set the shadow color (and opacity) of the Dashboard block number.
8a5322bd-817c-4b0d-bae1-9b9bfca364f6;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_text_shadow_color_hover;text;#737983;;false;Set the shadow hover color (and opacity) of the Dashboard block number.
2be04801-cd11-49b3-bf83-d5a46e66b1ac;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_title_text_color;text;#ffffff;;false;Set the color (and opacity) of the Dashboard block number title.
384be103-0604-447b-8623-4e563d6b4d89;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_title_text_size;text;14px;;false;Set the size of the Dashboard block number title.
8b6e09d6-2e49-4661-ac02-87b6e8dbffbd;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_number_title_text_shadow_color;text;#737983;;false;Set the shadow color (and opacity) of the Dashboard block number title.
caa50bb2-3db8-4c4d-9172-b60fa015a909;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_detail_heading_text_size;text;11px;;false;Set the size of the Dashboard block detail header text.
f025532c-ea32-4699-a803-0ebf9ae7f8ef;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_detail_row_text_size;text;11px;;false;Set the size of the Dashboard block detail row text.
d64c0b99-9090-4741-9f29-fcbe73bbc2b6;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_detail_shadow_color;text;#737983;;false;Set the shadow color of the Dashboard block detail box.
fe139795-6099-4cd6-8cc7-782ae678f226;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_detail_background_color_center;text;#f9fbfe;;false;Set the center gradient color of the Dashboard block detail area.
45508cb4-b3ce-45f1-b7dd-fd37969276a8;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_detail_background_color_edge;text;#edf1f7;;false;Set the edge gradient color of the Dashboard block detail area.
499f4068-f6d7-48b4-9ec8-344cadcb1028;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_footer_background_color;text;#e5e9f0;;false;Set the background color (and opacity) of the Dashboard block footer bar.
2d8a4289-cefb-4d5c-8370-de794c742597;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_footer_background_color_hover;text;#ebeef3;;false;Set the background hover color (and opacity) of the Dashboard block footer bar.
6a3ea1e8-be9b-4148-91b0-39bc4bb7456d;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;dashboard_footer_dots_color;text;#a4aebf;;false;Set the color (and opacity) of the Dashboard block footer bar dots.
564b4734-d19d-4c51-8a6b-2c46e18f8a4c;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_padding;text;7px 8px;;false;Set the padding of the form label cell.
f59cc605-9774-4d62-95cb-e33f0a571f95;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_background_color;text;#e5e9f0;;false;Set the background color (and opacity) of the form label cell.
3d23e0b4-316c-4eac-97aa-41d5edcb96a3;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_border_color;text;#ffffff;;false;Set the bottom-border color (and opacity) of the form label cell.
e3e8e7dc-7403-47da-bcba-7a1b9e08581b;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_border_radius;text;4px;;false;Set the border radius of the form label cell.
bf4d3bd7-cd81-4819-b0f3-097b9511f3a5;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_text_size;text;9pt;;false;Set the text size of the form label.
a506c43a-204f-447d-b140-8f06000797a2;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_text_font;text;Arial;;false;Set the text font of the form label.
ae1b881e-5aa2-4d6a-ae18-46093155be06;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_required_background_color;text;#e5e9f0;;false;Set the background color of the required form label cell.
735563af-c151-4e7a-b3a1-b25b7c8e9e24;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_required_border_color;text;#cbcfd5;;false;Set the right-border color (and opacity) of the required form label cell.
e03c7322-1cfd-4283-8e7e-bf6aafa49988;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_required_text_color;text;#000000;;false;Set the text color (and opacity) of the required form label.
11f71d56-d6f3-4380-939b-9a3ab98e1e72;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_label_required_text_weight;text;bold;;false;Set the text weight of the required form label.
66763845-4bd1-4db3-b3c6-4a2b3d58e70b;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_field_padding;text;6px;;false;Set the padding of the form field cell.
5b40755b-fb45-4361-8cc6-fe26558dcb5d;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_field_background_color;text;#ffffff;;false;Set the background color (and opacity) of the form field cell.
0683fa6c-c8c8-483d-8bf8-3fae1a00a17a;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_field_border_color;text;#e5e9f0;;false;Set the bottom-border color (and opacity) of the form field cell.
c63fd0e7-0992-4b89-af72-973183e4c3ce;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_field_border_radius;text;0;;false;Set the border radius of the form label cell.
a6d147ba-14f8-4acd-a458-5e462a24b8a7;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_field_text_font;text;Arial;;false;Set the font of text in the form field cell.
9fa3a6fa-c66c-4672-9481-7cb87c03ef82;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_field_text_color;text;#666666;;false;Set the color (and opacity) of text in the form field cell.
48b9ad5a-2f7a-4836-b1e5-fa1d3680510a;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_heading_padding;text;8px 8px 4px 8px;;false;Set the padding of form column headings.
f5619cea-bd16-4230-963a-80af6cfc4c96;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_row_padding;text;3px 0;;false;Set the padding of form row cells.
4fa1a783-83c7-4fd3-a310-2227fd7d0398;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;form_table_row_text_size;text;9pt;;false;Set the size of text in the form rows.
fd21b95f-3b25-44f6-b429-c0e9d7b3a023;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_background_color;array;#6c89b5;;false;Set the background color of the login page.
a2acc3fc-509b-472d-a7f0-55dd8b99e1ff;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_background_image_enabled;boolean;true;;false;Enable use of background images on the login page.
685ac6a3-5f2f-4920-a40b-764e51bf97c4;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_body_background_color;text;"rgba(255,255,255,0.3)";;true;Set the background color for the login box.
b8743be3-bfa8-4196-9aca-798debb973b9;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_body_shadow_color;text;"rgba(140,140,140,0.3)";;true;Set the shadow color of the login box.
b7b9d5ca-79e4-45e2-a105-3c246db8f97b;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_body_padding;text;30px;;false;Set the padding of the login box.
2571f132-60b5-469c-95a4-380b69284b71;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_body_width;text;100%;;false;Set the width of the login box.
963d6315-4541-43c6-828f-86e6e4b8c702;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_body_border_radius;text;4px;;false;Set the border radius of the login box.
7cd9e96b-8320-4419-8997-49047d83a9c5;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_body_border_size;text;1px;;false;Set the border size of the login box.
fe03135c-9a4b-4257-bcd4-56655a5c6c6b;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_body_border_color;text;#ffffff;;false;Set the border color (and opacity) of the login box.
17ba4c02-61c4-48eb-8478-12c34bce8f23;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_link_text_color;text;#004083;;false;Set the color (and opacity) of text links on the login box.
dd1d20b6-2c83-4b68-bfaa-59c6cc04918c;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_link_text_size;text;11px;;false;Set the size of text links on the login box.
7040a557-55b4-44f9-bf74-c5899ed4c630;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_link_text_font;text;Arial;;false;Set the font of text links on the login box.
e16a2332-5a1b-4ae3-803c-684f67c7dcf5;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_background_color;text;#4f4f4f;;false;Set the background main/top color (and opacity) of buttons.
788cbeee-634c-4f77-b583-1f43d2f19490;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_background_color_bottom;text;#000000;;false;Set the background bottom color (and opacity) of buttons.
4ef29718-127d-43b5-9d1b-6328540460f3;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_background_color_hover;text;#000000;;false;Set the background main/top hover color (and opacity) of buttons.
c8c6cd8b-9e57-472d-9a1e-73129b723b09;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_background_color_bottom_hover;text;#000000;;false;Set the background bottom hover color (and opacity) of buttons.
fdefb220-c2ca-439e-a8e8-ac946d442ccc;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_border_size;text;1px;;false;Set the border size of buttons.
efa1c1bd-cc70-4a03-ad54-57fbeb3baac9;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_border_color;text;#242424;;false;Set the border color (and opacity) of buttons.
01cae198-b349-4ded-a458-3ce63aa4c277;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_border_color_hover;text;#000000;;false;Set the border hover color (and opacity) of buttons.
1dca5fb7-39d3-45c8-b78b-2ca9e46a510e;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_border_radius;text;3px;;false;Set the border radius of buttons.
cacd5277-6743-48f7-a4db-a7951b819bc9;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_text_size;text;11px;;false;Set the size of button text.
3ae30cca-4115-4f0a-95e4-dc26d3ec020d;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_text_color;text;#ffffff;;false;Set the color (and opacity) of button text.
610885dd-d64d-417d-a04c-b2462470fa95;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_text_color_hover;text;#ffffff;;false;Set the hover color (and opacity) of button text.
5313ab04-067f-48ad-b059-3e2de81f0f13;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_text_weight;text;bold;;false;Set the weight of button text.
0b4b8dc0-5701-4603-b528-d2dec2fdff62;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_padding;text;5px 8px;;false;Set the padding of buttons.
74310f77-d2e1-4edf-982d-1ca26c0ea256;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;button_height;text;28px;;false;Set the height of buttons.
7f8048b5-e4aa-4625-987f-5f9b80abe81b;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_background_color;text;#ffffff;;false;Set the background color (and opacity) of text inputs.
2bde8057-b7c8-4322-95db-6df2ed5aadac;;switch;bin;dir;"";;true;""
949d92df-7746-4ade-9b02-9e605a70e11a;;switch;base;dir;/usr;;true;""
eaf93c2c-84c2-489b-a8e3-a179255c3ec8;;switch;call_center;dir;/etc/freeswitch/autoload_configs;;false;""
ee43c0ee-b892-4657-b6cc-ce5a4dc004c2;;switch;conf;dir;/etc/freeswitch;;true;""
23855c47-4141-4f46-8109-fc46617da260;;switch;db;dir;/var/lib/freeswitch/db;;true;""
2531fc06-ff18-4f39-b4e0-d346dc83f3af;;switch;dialplan;dir;/etc/freeswitch/dialplan;;false;""
1ff0a9ab-343d-410c-a1b5-7a590c39bd3d;;switch;extensions;dir;/etc/freeswitch/directory;;false;""
9658f977-82da-4879-9b37-c5310296884d;;switch;grammar;dir;/usr/share/freeswitch/grammar;;true;""
0afddd8f-9bad-4ccc-b528-186a073a1f30;;switch;log;dir;/var/log/freeswitch;;true;""
8ffb965a-4001-4bfa-8edb-e37236c393b5;;switch;mod;dir;/usr/lib/freeswitch/mod;;true;""
7ece70f2-2752-41ed-aa1d-ed445a03f772;;switch;phrases;dir;/etc/freeswitch/lang;;true;""
e7024803-cd0d-4a6d-b6e9-eeb4a57db241;;switch;recordings;dir;/var/lib/freeswitch/recordings;;true;""
b012696f-f0f0-474c-a441-258cd3faff57;;switch;scripts;dir;/usr/share/freeswitch/scripts;;true;""
623facf7-9dbc-4c95-a3c7-ab9b30e8301e;;switch;sip_profiles;dir;/etc/freeswitch/sip_profiles;;false;""
bfd73bf1-3c4a-47db-85fb-5a34bc7edb9a;;switch;sounds;dir;/usr/share/freeswitch/sounds;;true;""
54c5bf57-ad24-4ffa-ac98-02610589e313;;switch;storage;dir;/var/lib/freeswitch/storage;;true;""
bfa05a79-4c78-48a8-a59f-d63d1dc0dbb0;;switch;voicemail;dir;/var/lib/freeswitch/storage/voicemail;;true;""
ed380d7d-b3b8-40b4-8528-f10d521ddef0;;provision;http_auth_password;array;"";;false;""
e2bff94b-2c68-45ee-9141-d4cdb437c644;;login;message;text;"";;true;""
2e217303-53ff-4dda-b74e-7f07738d83c2;17e628ee-ccfa-49c0-29ca-9894a0384b9b;editor;font_size;text;14px;;false;Set the default text size for Editor.
62cfc1ac-6566-45ba-8c7d-f4234ab1b31e;17e628ee-ccfa-49c0-29ca-9894a0384b9b;editor;live_previews;boolean;false;;false;"Enable or disable live previewing of syntax, text size and theme changes."
9979b33a-2430-46c0-9b19-ef6ea655df9c;c4e85f9c-f7df-47b4-921e-de0ff356eee4;provision;fanvil_stun_server;text;example.domain.tld;;false;enter a server name or ip
e745997c-a093-4550-88ee-8be777f07236;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_border_color_hover;text;#c0c0c0;;false;Set the border hover color (and opacity) of text inputs.
c612a32c-4308-42a0-a8eb-ec810ac8d1d3;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_border_color_focus;text;#c0c0c0;;false;Set the border focus color (and opacity) of text inputs.
fa1de334-854d-47ce-bf49-168eb0fd1525;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_border_size;text;1px;;false;Set the border size of text inputs.
6dd82af4-090d-4e1f-87f6-1a74f7428c32;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_shadow_inner_color;text;#cddaf0;;true;Set the inner shadow color (and opacity) of text inputs.
495a6f05-e8d2-4e61-867a-3a0127862341;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_shadow_inner_color_focus;text;#ffffff;;false;Set the inner focus shadow color (and opacity) of text inputs.
1e610f5f-a9da-42f5-9c3c-3098dd41fec6;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_shadow_outer_color;text;#ffffff;;false;Set the outer shadow color (and opacity) of text inputs.
0b966a40-7ff7-4438-971c-21330484f773;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_shadow_outer_color_focus;text;#cddaf0;;true;Set the outer focus shadow color (and opacity) of text inputs.
52b29b82-6e1d-4705-a842-7895c3dc258f;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_text_size;text;12px;;false;Set the size of text input content.
6885cebe-0e04-4dc7-a0fc-b101b64471f5;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_text_font;text;Arial;;false;Set the font of text input content.
8cce8c50-dbb6-4eaf-a5b7-93c374df5b01;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;input_text_placeholder_color;text;#999999;;false;Set the color (and opacity) of input placeholder text.
c2630eb3-a04e-4a32-9990-45f37af70005;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_background_color;text;#ffffff;;false;Set the background color (and opacity) of text inputs on the login box.
f04fd86a-c223-4f79-ad7a-7c7d2bf4da72;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_border_color;text;#c0c0c0;;false;Set the border color (and opacity) of text inputs on the login box.
1862ce18-ab7d-427e-9c88-8092e36ec66d;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_border_color_hover;text;#c0c0c0;;false;Set the border hover color (and opacity) of text inputs on the login box.
41c4bf75-4fd8-472b-a427-4f197e03791d;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_border_color_focus;text;#c0c0c0;;false;Set the border focus color (and opacity) of text inputs on the login box.
21897088-7cc2-4ce8-abdf-9b14f9b12320;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_border_size;text;1px;;false;Set the border size of text inputs on the login box.
bd186d94-3746-40aa-b477-2de2b14aea85;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_border_radius;text;3px;;false;Set the border radius of text inputs on the login box.
daed9de7-5c40-49e2-a569-8ef2a4a1ab53;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_shadow_inner_color_focus;text;#ffffff;;false;Set the inner focus shadow color (and opacity) of text inputs on the login box.
850eb3bb-3412-4ab8-860a-1de27bf57ec1;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_shadow_outer_color;text;#ffffff;;false;Set the outer shadow color (and opacity) of text inputs on the login box.
eedf4e2d-a9fc-4237-8971-c7767fce799f;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_shadow_outer_color_focus;text;#cddaf0;;false;Set the outer focus shadow color (and opacity) of text inputs on the login box.
9f1ffa8c-a62d-4b68-9b4e-05b344cc48dc;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_text_size;text;12px;;false;Set the size of text input content on the login box.
9a3c52c9-af22-49a3-a60e-0afba26b0514;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_text_font;text;Arial;;false;Set the font of text input content on the login box.
01dd4b26-0dd8-4495-b6de-13baeec1f562;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_text_color;text;#000000;;false;Set the color (and opacity) of text input content on the login box.
0111e71f-80ef-43b8-9fb9-efc120d15367;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;login_input_text_placeholder_color;text;#999999;;false;Set the color (and opacity) of input placeholder text on the login box.
0b1168d1-26d0-4072-b19d-f5cbb6e04a27;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;font_loader;text;true;;false;Enables the dynamic loading of web fonts (requires an Internet connection).
bcc40447-b7b2-4b47-9b9b-484b86267853;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;font_retrieval;text;asynchronous;;false;Set the retrieval method for the web font loader (default: synchronous).
79357905-1abd-4e49-b098-8cee5f283317;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;font_source_key;text;"";;false;API key that allows access to the available fonts list.
817561dd-dfcb-4111-bd68-09f58428d67f;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;body_icon_color;text;"rgba(255,255,255,0.25)";;false;Set the color (and opacity) for the icons in the body.
fe006fb1-b3ec-451f-9cfb-8ac5473837ac;3a6e3ad5-c7e2-4bdc-9c89-e10047efb953;theme;body_icon_color_hover;text;"rgba(255,255,255,0.50)";;false;Set the hover color (and opacity) for the icons in the body.
e34b276a-1b64-4d11-9470-ae3ea977c47e;214b9f02-547b-d49d-f4e9-02987d9581c5;adminer;auto_login;boolean;true;;true;"Set whether to auto-login to Adminer, or require a username and password."
6aba55ae-ced9-4853-81d0-33667be763e5;24108154-4ac3-1db6-1551-4731703a4440;fax;cover_font;text;times;;false;Font used to generate cover page. Can be full path to .ttf file or font name alredy installed.
549f8854-2377-448f-892c-58a85ac83a56;24108154-4ac3-1db6-1551-4731703a4440;fax;cover_footer;text;"The information contained in this facsimile is intended for the sole confidential use of the recipient(s) designated above, and may contain confidential and legally privileged information. If you are not the intended recipient, you are hereby notified that the review, disclosure, dissemination, distribution, copying, duplication in any form, and taking of any action in regards to the contents of this document - except with respect to its direct delivery to the intended recipient - is strictly prohibited.  Please notify the sender immediately and destroy this cover sheet and all attachments.  If stored or viewed electronically, please permanently delete it from your system.";;true;Notice displayed in the footer of the cover sheet.
87895c98-10a1-44db-a6cc-db7ae0eb70d1;24ab69bf-c78b-4ab3-9911-cf30247e3e46;provision;grandstream_dns_mode;text;1;;false;"DNS Mode 0=A; 1=SRV; 2=NAPTR/SRV;"
1d1d4b7c-2cd2-474b-8cdf-8f5b8842a9e5;24ab69bf-c78b-4ab3-9911-cf30247e3e46;provision;grandstream_firmware_path;text;mydomain.com/app/provision;;true;Grandstream firmware and provision.
2d820643-b2ad-4824-946e-540d800ebd82;24ab69bf-c78b-4ab3-9911-cf30247e3e46;provision;grandstream_ldap_display_name;text;givenName sn title;;false;Which named attributes to display on device.  Must be pulled in through grandstream_ldap_name_attr.
66c37aae-8381-460d-bac3-d08fea5d3217;24ab69bf-c78b-4ab3-9911-cf30247e3e46;provision;grandstream_phonebook_xml_server_path;text;mydomain.com/app/provision/pb/;;true;Grandstream Phonebook Server Path - NOTE template adds MAC on the end of this if contact_grandstream is enabled.  This also requires nginx rewrite rules for phonebook.xml
1cbf0a48-9e4f-4af6-8d91-8ebff8ba27ec;24ab69bf-c78b-4ab3-9911-cf30247e3e46;provision;grandstream_screensaver_xml_download_interval;text;0;;false;Screensaver XML Download Interval Number: 5 - 720. Default is 0 (disable auto downloading)
098b2abd-3af3-4104-8fba-fabf9573f925;d4ab90f0-eeeb-454a-af1e-a6e970f31147;provision;polycom_digitmap;text;[*]xxxx|[2-9]11|0T|011xxx.T|[0-1][2-9]xxxxxxxxx|[2-9]xxxxxxxxx|[1-9]xxT|**x.T;;false;""
559cd2d6-8ca0-4e6e-ae9d-565c8eed898d;abf28ead-92ef-3de6-ebbb-023fbc2b6dd3;provision;voicemail_number;text;*97;;true;""
5bc38b86-089f-44cb-9fff-38be38c497e8;abf28ead-92ef-3de6-ebbb-023fbc2b6dd3;provision;line_register_expires;numeric;120;;true;""
f8e7b78b-1b84-42da-9e14-ec03dbb67c52;abf28ead-92ef-3de6-ebbb-023fbc2b6dd3;provision;daylight_savings_stop_month;text;11;;true;""
8854358d-c6a4-4eeb-b21b-37ced80a4fbb;abf28ead-92ef-3de6-ebbb-023fbc2b6dd3;provision;contact_extensions;boolean;true;;false;allow extensions to be provisioned as contacts as  in provision templates
8311d0c9-73ae-4d49-9036-e2f649586b5b;abf28ead-92ef-3de6-ebbb-023fbc2b6dd3;provision;spa_insert_via_rport;text;Yes;;true;""
72de5cdf-31f8-4d4b-b94b-468be0aa7a3d;abf28ead-92ef-3de6-ebbb-023fbc2b6dd3;provision;spa_dial_plan;text;(*xxxxxxx|*xxxxxx|*xxxxx|*xxxx|*xxx|*xx*|*x|**xxxxx|**xxxx|**xxx|**xx|[3469]11|0|00|[2-9]xxxxxx|1xxx[2-9]xxxxxxS0|xxxxxxxxxxxx.);;true;""
745d8fdc-57bc-4f43-97d7-508fda8f70a8;1d61fb65-1eec-bc73-a6ee-a6203b4fe6f2;ring_group;destination_add_rows;numeric;5;;true;""
c8cbb0eb-850b-4afd-a918-cceaf8af3957;4b821450-926b-175a-af93-a03c441818b1;time_conditions;region;text;usa;;true;What region to use by default when choosing Time Conditions
3ddfd3b3-5c2e-45ef-b3ca-7f361ecc0a93;4b821450-926b-175a-af93-a03c441818b1;time_conditions;preset_england;array;"{""boxing_day"":{""mday"":""26"",""mon"":""12""}}";;true;England Holiday
7a12b17c-67d9-439e-98fb-70039d27cf21;4b821450-926b-175a-af93-a03c441818b1;time_conditions;preset_usa;array;"{""martin_luther_king_jr_day"":{""wday"":""2"",""mon"":""1"",""mday"":""15-21""}}";;true;USA Holiday
340856f4-ed1d-42ec-b13b-7f37630d019a;4b821450-926b-175a-af93-a03c441818b1;time_conditions;preset_canada;array;"{""new_years_day"":{""mday"":""1"",""mon"":""1""}}";;true;Canada Holiday
a96c087a-503c-4b7c-87af-dff24d5d39c1;4b821450-926b-175a-af93-a03c441818b1;time_conditions;preset_canada;array;"{""boxing_day"":{""mday"":""26"",""mon"":""12""}}";;true;Canada Holiday
dd09f9d8-6662-4270-9dac-b87191b77012;b523c2d2-64cd-46f1-9520-ca4b4098e044;voicemail;display_domain_name;boolean;true;;false;Enable display of @domain_name after voicemail_id when rendering emails.
cdb19dda-234b-407a-9eda-e8af74597d4b;4a085c51-7635-ff03-f67b-86e834422848;cdr;limit;numeric;800;;true;""
fc2fa8cd-b14e-48e3-99bd-7c01c9d6208d;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_time_zone;text;-5;;false;Time zone ranges from -11 to +12
d0fb35a5-b5cb-4d9c-9554-56c5087d74ec;82626eb7-f2dd-4c25-bd0f-06235222ce76;provision;yealink_subscribe_mwi_to_vm;boolean;1;;true;"subscribe to the voicemail MWI 0-Disabled (default), 1-Enabled"
